timelocal,current_pump_percentage,effect_pump_20_MW,pressure_feedwater_tank,temp_feedwater_tank,flow_intermediate_area,temp_after_pump,pressure_after_pump,temp_bearing_booster_radial,temp_bearing_booster_motor,temp_bearing_pump_gear_upper_side,temp_bearing_pump_gear_lower_side,temp_bearing_pump_axial_upper_side,temp_bearing_pump_axial_lower_side,temp_bearing_motor_gear,temp_stator_winding_1,temp_bearing_motor_lower,temp_bearing_motor_upper,temp_motor_cooling_air_inlet,temp_motor_cooling_air_outlet,temp_slipring_water_suction_side,temp_slipring_water_pressure_side,flow_after_pump,temp_slipring_diff
2015-01-22,65.88183294727675,5.157359709192598,6.99168431675977,164.30439708055727,136.35547138332572,169.4667070877316,257.53721597771107,35.19435047491839,32.49272759686751,61.257947219561885,57.71239816864401,55.840463551458825,52.70470322057826,41.91558025168083,66.36783827776898,61.316955915901815,54.63900159983194,8.551605455785557,11.494179381384367,24.63845190908128,28.570142510745654,130.82573522712727,3.931690601664373
2015-01-23,69.47181862326113,5.492211640788963,7.895391898558266,173.31064832967564,137.37476085657997,178.95002823200906,274.5625031898587,35.91939892840252,33.41553488720149,61.693074796232516,59.22252810391781,56.84370313973911,54.166880531345676,43.461695587476896,70.56984531557707,63.706852048568855,56.07760934870771,9.434961727298608,12.52270913113187,26.55141391023019,30.68289485025108,131.4330180933679,4.136700459199006
2015-01-25,15.442501997057596,1.18999969959259,1.3718156141479811,127.8843987010532,54.03428989397685,131.05860569915774,130.08887769046362,31.094989776611328,27.866237640380856,53.51621627807617,45.76976690567864,50.29872894287109,41.41123580932617,34.15497589111328,23.85283594347636,46.957481384277344,44.77498626708984,3.89249849319458,5.242498397827148,12.622495651245115,13.769993782043455,51.9011896074295,1.1474981307983416
2015-01-26,67.61459834585013,5.364820664156809,7.5713397549377,169.25121666944855,141.52719324123805,174.33471771479432,269.52993603228674,35.674444678425964,33.05126734805284,61.80456728358234,58.833635381336926,56.36785471651501,53.674815592668324,42.50351830981361,67.4873953425079,61.75295963177857,55.40748311183082,8.839335557127528,11.797857636041995,25.506535534298155,29.817740804980946,135.96343304307513,4.311205270682794
2015-01-27,69.26466921798459,5.531094185798389,8.186814183766312,175.65445115191991,141.48215206899854,181.1722970693885,281.0704961094751,36.17474296893014,34.482493597637465,61.71647266126845,59.8315782564142,56.94256492266902,54.57103405729859,43.47255172221361,70.53391929234823,63.4927729125588,56.43663472785526,9.579198919480994,12.681012061316173,27.09238876723254,31.31506366964941,136.31004826157042,4.222674902416865
2015-01-28,62.48277202844974,4.941880583859815,7.715311576932095,173.58697649912233,131.83808077858677,178.8728334803122,269.4469493153099,35.86266165796845,35.406135793370844,60.41253694218883,58.60154842936339,55.99855829166625,53.21220745539771,42.37009071402232,64.3726664651362,62.338207067882394,55.691798520548076,9.67493231476978,12.605791535828201,26.45656640770983,30.071995508952316,126.99420666762882,3.6154291012424893
2015-01-29,57.49722500423113,4.58924861084384,7.380084658784888,171.19120532733777,125.95522177247436,176.19726257076124,253.21977343543017,35.55540895202902,34.638365107720695,59.76218454222768,57.33792403441394,55.46460580942826,52.00684417778086,41.65591870925833,60.866565432978206,60.22992084055212,54.3996585044301,9.349591947091596,12.078189985392534,25.00505995894079,28.48365607826003,120.80493012434714,3.478596119319245
2015-01-30,62.30397099987525,4.983476881025765,7.9632805941856795,172.66387869011206,133.65530015997498,177.71603619698135,256.36351612796784,35.23497793638088,34.23618603541163,60.51170136349784,57.28115252563406,55.366371164581864,51.96186448111004,41.68639387053737,67.78414502020907,61.759656424166366,54.843427762427154,9.821780958266435,12.790564100330847,26.11275185565242,29.882442166306888,128.6534647442712,3.7696903106544633
2015-01-31,79.56446650043347,6.28681274250631,8.895196979342389,179.0651530687629,153.8288499423359,185.035988635025,300.2349874514262,36.52369906337526,34.93761148687292,64.03710301113976,61.32843671903822,58.12888576639105,56.171669384252766,44.556708818651124,80.73852754607731,66.25639273186296,57.67135405236845,9.543690649641885,13.033526584159004,28.39322772883945,32.804795014127095,147.91470692367412,4.411567285287646
2015-02-01,73.41837633437405,5.845899593691384,8.544435591571155,177.47896939823292,146.91681323138627,183.24522854412217,290.2588492777902,36.32890093756004,34.91710554418211,62.683743489723916,60.54325817987371,57.59722830561956,55.32355676566442,44.05038650230832,74.56864142583,64.9465000845676,57.02187238202554,9.517395416995685,12.774418274073424,27.703248034015232,31.965035296657703,141.3210781765952,4.261787262642472
2015-02-02,77.0098949210354,6.096484382155967,8.842596305529277,178.76724155990823,150.89144756584426,184.70165236567252,296.07011970346053,36.235825921196685,34.355953117591746,63.6689581347037,60.95290728512087,57.79408430888816,55.74327315069448,43.76024215054572,77.12910585463888,64.66178260525763,56.873126748084466,9.88743551454885,13.163480644175948,28.237699131556337,32.87580956453185,145.17960103750625,4.638110432975512
2015-02-03,72.6263458762296,5.798926530045933,8.571919419993206,177.55553928612605,145.27511993740083,183.24120425690543,287.6337109086948,36.106630347359975,33.97451827718381,62.85623227243352,60.289300041624706,57.43526637406879,55.06870576244566,43.41143324015794,73.42949768054255,63.73178831803145,56.437666023849204,9.049770877152902,12.201962335778695,26.690192362696333,31.00013648864746,139.44360424949716,4.309944125951131
2015-02-04,73.87761888274959,5.860727515955737,9.30082967426509,180.64545383797824,147.4495573247415,186.56895942881974,290.9773360417072,36.05639406318947,33.910991525982574,63.35826441185916,60.607250847389786,57.52886788514102,55.40464541245672,43.56160597999715,72.18340544072704,63.620509966416186,56.240795078856856,8.893520665438617,12.002697517765805,26.63756551765636,31.10958282346337,141.2736167222919,4.472017305807008
2015-02-05,78.52694101387165,6.224642778061583,10.417840161153299,185.2946187938662,154.76540868272005,191.38702577179802,296.05651455798676,36.152236175537105,34.20879780178494,63.52309888650046,60.85663065256543,57.4299849157397,55.57696801418093,43.82978368807192,76.39434652117693,64.79516838409283,57.06523724257505,9.069536556135814,12.538174534246657,27.443760160424976,32.13241676029347,147.92667376029402,4.688656599868492
2015-02-06,80.91346918614282,6.390131973032598,9.919796602095674,183.3547862446679,156.99670799215247,189.48172219520282,299.63248622758084,36.269049135843915,33.69862244155036,64.10605003466641,61.16903581193006,57.67105586246279,55.92010682143035,44.10367440817728,78.34451574442404,65.08368467305502,57.38648840841082,9.224338793401365,12.910679944963986,27.636316278723964,32.290434912465415,150.20254694871124,4.65411863374145
2015-02-07,75.4655157729117,5.969655727000767,8.818548378478244,178.69449781887477,149.14858367126746,184.52224486345077,289.7986974227736,36.26171399040434,33.655960479782244,63.663567246500655,60.638847694398386,57.41803041246697,55.399571023585,43.543700032669356,74.97155542126761,64.3631426324802,56.79969534045255,9.288954479671409,12.586419591098363,26.873672538406936,31.0751175344227,143.08583016748568,4.201444996015762
2015-02-08,70.47249662199938,5.5005489082317665,8.629263822548566,176.48675785798812,142.88265085831043,181.93526135470634,272.7415698810196,35.758472669861405,34.00910478205963,61.88437674097485,59.00778904808115,56.39642180726299,53.785992707176916,42.94978213114138,69.08274078060468,62.58197167089957,55.68183184155429,9.044009873849552,12.12883997777356,25.950281421601684,29.651832374140067,136.97152171424725,3.701550952538384
2015-02-09,61.760897392308976,4.881059416899814,7.6495300544790865,173.2887174150142,132.18200308268652,178.46947157927335,263.3117428320539,35.64096137978236,34.61799100876137,60.63971368869852,58.303718899653404,55.53094509568886,52.650908522184864,42.31493620148765,61.95979130661858,61.46717821483895,55.057299651013835,8.936356994070477,11.928330460854637,24.88925118782008,28.37436888923963,126.93478777418419,3.4851177014195485
2015-02-10,47.527349181312985,3.7963893277938943,6.4708160020837076,166.31147884100739,116.28293556984795,170.72291059317976,227.11257795076725,34.66230550723041,33.10028265672613,58.19202469608095,55.04676186558405,53.304043346587996,49.244170739462106,39.95681271340547,50.77076789006233,57.23713771589067,52.492624710636136,8.569202068499813,11.180961102057916,22.534462825253097,25.408625061114275,111.94826606054589,2.874162235861178
2015-02-11,70.15957667064632,5.575818827358572,8.100603759154081,174.9089549864536,142.53248621604635,180.34904535118105,277.98072299527206,35.86196822624419,34.06936118639346,62.552313417684054,59.2617061353528,56.385236567842696,53.90982454913952,42.85357653371316,70.45365172100738,62.780619352597135,55.96680215852526,9.48309852380258,12.67548455812154,26.50729182071227,30.447616876312537,136.6730781816299,3.940325055600272
2015-02-12,72.30844095336631,5.751840888401844,8.363789229765116,176.58227650778596,147.10365989984584,182.16812223874976,283.71921697722826,36.16059033216335,34.84683120343032,62.51976984350346,60.01054913317221,56.833442610118304,54.6552394505409,43.375874118577464,72.24049891555575,64.02590379247665,56.52669671304491,9.557463886052238,12.830750069900267,27.110718110945314,30.983665161346153,140.83888299223017,3.8729470504008403
2015-02-13,70.51882671562548,5.603198845717024,8.136971441535861,175.61077155210705,145.4124276072043,181.111398558765,280.5633888505413,36.187352722776204,35.282747644849,62.37340439820749,59.82960249627926,56.714883556374446,54.47855858326029,43.11567880022543,70.37522864775693,63.681035352855254,56.376521162439275,9.53254618012605,12.725891303580426,26.824726279553307,30.4471651637208,139.35849552971874,3.622438884167494
2015-02-14,77.39474265863913,6.146807129008682,9.160517744069894,180.2127202675713,153.3581574017984,186.13970923303955,294.32807435237174,36.23262684855638,35.28284724743243,63.30857177055359,60.61826464005717,57.17786343918694,55.30580989191126,43.533289108814664,77.16702415878295,65.38220442229236,57.25807038621479,9.82700647655487,13.47618426286556,27.88619277954031,31.954906017544356,146.71597984386304,4.068713238004048
2015-02-15,76.85964877780279,6.111055905103154,8.720981660561915,178.32111569594488,152.29095868899876,184.1898360815486,294.0195626665412,36.33668883605251,34.69905100400006,63.38956037335996,60.6743845639462,57.30513752495094,55.385580313530674,43.68247927086441,75.64286000379279,64.98289346240362,57.21221800911021,9.675004258300463,13.388795345758508,27.55763086518076,31.571440770379173,145.827615826416,4.013809905198414
2015-02-16,77.76550549517667,6.163725582228413,10.00277593984339,183.80438652190313,154.9903401109017,189.8171996773727,292.74429706635937,36.11853435863919,33.92286910197505,63.17349839272464,60.50931293596127,57.06567263065056,55.171082299852024,43.28911834917492,77.3089069088074,64.98331480263039,57.13906939519246,10.000163692071704,13.73019799356796,28.013716732401672,32.04060992832043,148.0822635021888,4.0268931959187535
2015-02-17,78.2444788290038,6.221842534847702,10.093704504529812,184.22040831868773,156.4236828302991,190.2101735184083,292.5093078148397,35.09611163265511,32.67899625073963,62.279497944393164,59.606255513281646,55.97658154599083,54.005173209241235,42.110381003960505,77.67458556440847,64.32035699476596,56.50715240062078,9.998948423887535,13.659591678466796,28.066386750929798,31.915188467095692,149.4149542716344,3.848801716165895
2015-02-18,74.78315837113274,5.9941800565245416,8.591346860357744,177.95283500104551,149.35164428921453,183.7844205679293,291.6427556330306,35.68277963410554,32.940583551303014,62.67575315851423,59.888127261441554,56.51375142757981,54.456811530190926,42.916592033349495,74.59970198113972,64.14819462408278,56.59977225484494,9.771324003329454,13.394605032264392,27.561788566269346,31.113842339082648,143.1996940721632,3.5520537728133026
2015-02-19,70.82875449504334,5.641674483083089,8.045450417876301,175.15276486626522,143.5948557926715,180.79047477819373,286.5021203907079,35.9177648925753,33.61490565999349,61.93478777845595,59.54338743546945,56.370779688231856,54.083200453612726,42.79619820649324,68.92059319951751,62.892596694208784,56.142753168097606,9.705686514569036,13.10174554189046,26.925822800478056,30.30025340270996,137.96342566356424,3.3744306022319086
2015-02-21,68.05756129696209,5.334423799363125,7.549041929666481,168.32337861325584,140.40945425792836,173.43106295328778,268.1736765313674,33.92232321142385,29.686958086367003,60.82123751005856,57.05138993141174,54.601770997324344,51.575681189129675,40.723631125251394,69.17876138012122,59.67643831842682,53.59050498621387,9.929373678971984,13.12632007122393,26.084362590472374,29.26377659515004,133.97726706013998,3.235664258990818
2015-02-22,74.60686861846611,5.87184609148606,8.097043016420049,173.5135365700424,149.09309842490106,179.0899520828144,283.6442986893255,34.61869317788903,31.121750462745755,61.62294450175803,58.58942470821583,55.58866277047641,53.09887579712209,42.4231145977938,76.2814577845742,63.56259044318305,55.804098547985674,10.148344661878502,13.73949442682515,27.337021969037263,30.948371141277814,142.1329254025975,3.6113491722405477
2015-02-23,37.717460133240806,3.008153331762897,4.330694268827279,149.16998286914912,101.41124432290734,152.71875628168064,183.6541014547899,33.19740239452108,31.082729108100047,56.20555196180641,50.707486980949405,51.429939209660844,45.688041631659615,37.84343136760288,48.31198633597713,55.269964188952976,50.24656159819539,8.635114013286907,10.963127831271489,20.644562691319784,22.57676073176151,97.02780872232691,1.932198040441725
2015-02-25,12.115390878295898,1.182999610900879,1.261664686539438,123.83998107910156,29.79227620048523,92.3507253870646,121.4916813401964,15.435815746688842,16.289993286132812,36.08809783130222,27.875529493204752,37.86164931068421,28.610905301411947,25.15035640970866,22.993340384546915,23.07044403360155,21.9309692943573,3.982498168945313,4.927497863769531,24.35375192057292,21.481015461900498,18.766469623401427,2.8727364586724207
2015-02-26,59.91658380151629,4.757949491717868,7.156245119418017,164.97048012261172,134.73948447254435,169.67340695579247,245.28525241843948,34.20808040407181,32.15556158733029,59.68229377720388,56.179771262059525,54.40489485840776,50.948817173775566,40.68175749284448,61.852688536076016,59.62638088518439,53.60778180455611,9.041841070799086,11.84986399187512,24.217062118906657,27.398072040070428,129.07598964162247,3.2147591200773453
2015-02-27,75.52047113753495,6.000436542778633,8.356916375645973,176.75380524219653,150.37724750983628,182.54609235686124,293.41563428208525,35.6770650301566,35.11191302389922,61.895265884908746,60.0025784379175,56.56240997922827,54.54012557573884,43.64595561184919,76.18023660995131,65.25923498849234,57.349159621428036,10.674733645914925,14.322372570445802,28.370626755616225,32.42783715426375,143.7751817216852,4.057210398647521
2015-02-28,69.81460196002818,5.554760242097643,8.01843777192235,174.81399099270573,144.40906567129915,180.30761972273933,281.0320841501151,35.40384822739354,34.30396050680584,60.98454696324879,59.01400730891546,55.85753506939852,53.49858777724443,42.44904732027619,71.63508167277513,63.72985351943263,56.54917692261731,10.439968565022504,13.95128580410657,27.421535686433227,31.324166575708745,137.97775248189433,3.9026308892755157
2015-03-01,55.107612810957875,4.394831424780069,6.997198681349931,167.2109377103311,125.28945438152101,171.7928949546249,237.16087545343188,34.71978591175362,32.940171087338484,59.22170309944436,55.560828099599064,54.15129733008491,50.266650229240696,40.7072254229814,60.71637831210984,59.66487232773746,53.743378442527636,9.308894259278686,12.404020865933807,24.29981104657809,27.144440458416764,119.7303752592998,2.844629411838673
2015-03-02,72.44208727450582,5.745019854262581,8.239646020016627,176.17079704167966,145.88736697685596,181.9307078214066,289.79991069288604,35.69726672501317,33.37461245284504,61.59969941134594,59.773327666019156,56.47279351046739,54.36390930974324,43.153663081715194,72.74696025382696,63.322051894575054,55.973110358807595,9.452696400318851,13.00516091793025,26.893771451758983,30.793868154084592,139.13256272911318,3.9000967023256092
2015-03-03,64.63756583402281,5.186135078701267,7.696084678228167,173.47132673945956,137.80334456113462,178.75314037616872,270.79560502132273,35.489261293720666,33.023052520138776,60.66259827330625,58.56420320969122,55.55493409105443,52.9377483829795,42.25393799770284,65.67580023618557,60.94884459020261,54.42049280925892,9.142288603958201,12.402613786080147,25.751463900443536,29.200590675222255,131.48623024061345,3.449126774778719
2015-03-04,76.50614608189053,6.090025392319273,8.690756462503275,178.1713193771136,152.44412602957266,184.0343270178279,294.3690740820652,36.08159855534377,33.513912751601886,63.306108164210855,60.49093841808814,57.05119989138709,55.20478077405364,43.8569915294075,76.5463948046338,63.59644033836789,55.99769948255892,9.6843438613715,13.386522768822422,27.81745470609665,31.692708154258728,145.24798859891112,3.8752534481620784
2015-03-05,69.7268571821174,5.546312679041226,8.39427057985615,176.4925806093131,144.25233626344115,182.00613309152956,276.84702758093516,35.74746551834247,33.06114389852524,61.81606013542882,59.28017001247159,56.10647843353943,53.762779349000716,42.984519557242216,70.2510307566542,62.15006802232813,55.01615793572214,9.478864015957868,12.925663480824717,26.78584958115613,30.240675467863085,137.43380703366543,3.454825886706953
2015-03-06,53.16940604500453,4.2789326981733025,7.0858789544248575,170.66285027237785,124.56758548094713,175.4954935168994,247.39664469852872,35.21505294741737,33.27013093967155,58.12962997172744,56.81814228941175,54.15987667927707,50.874259122575126,41.174249094438906,55.062361188894904,59.0288800644804,53.239914999382584,9.172585765330526,12.110931212200766,24.3692063862571,27.347434991405276,119.01308949972152,2.978228605148175
2015-03-07,45.68650218979659,3.6518619811714133,6.290304684987157,165.68315755786753,110.98308799120868,170.07916884165164,221.78910108187074,34.477980669470185,32.55304011846118,56.822152537858045,54.34732833092159,52.9481352569566,48.651286597123324,39.63387881791786,50.550265751296855,56.68384501921972,51.545291696496186,9.102156224314195,11.814163951984689,22.987718804406413,25.460521668346193,106.13157595742825,2.47280286393978
2015-03-08,40.24561386974688,3.2726696074583352,5.671497598074807,161.23777334012914,110.86363926743049,165.19300933301574,207.54903033526526,34.26045617050736,32.52571394412712,56.61173435697979,53.291027745545705,52.06758479088041,47.45123301061701,38.73988449887876,46.164441622496355,55.4104135882314,50.65739953683501,8.907558679580688,11.447782855476802,22.04017868526141,24.15354266409874,106.16282865755045,2.1133639788373313
2015-03-09,46.69753386837359,3.7408098308410906,6.457942207029263,164.77966823382343,118.03936261569766,168.92651375364798,213.52011691355105,33.99909295342834,31.947711671832053,56.96369465205016,53.58581339719277,52.32322910817677,47.92823260250939,39.27757025610323,53.362996148389186,56.51804267066956,51.018180773486385,9.314644730247922,12.086352052372296,23.15398295718158,25.522962985758607,112.71243881939289,2.3689800285770275
2015-03-10,25.934387940695373,2.090591183154583,4.345576008530237,153.5408494258146,88.62699605271375,156.7102527322416,161.8964953983194,32.98896621990274,30.88779416182871,54.23096631888072,49.17878882535016,49.91128851982682,43.71516147349535,36.311794577085706,37.019321663384964,51.263711894279055,47.68950781208603,8.845220901674695,10.869210569553905,19.802805379091897,20.977762051115388,85.15955794533447,1.1749566720234903
2015-03-11,48.11758042835297,3.8213239734819506,6.74119954515881,167.31399754488592,114.8320339262019,171.80348907274427,230.29205571030082,34.4232984053585,32.0250668659612,57.679146403455505,54.94300814601535,53.11991581479157,49.13011972336774,39.78809009198322,52.15137377098599,56.6221366286165,51.49339237710827,9.893658906331085,12.442117819732998,24.062863359511,26.650508513537915,108.94167396596568,2.5880010870986676
2015-03-12,58.261939910002106,4.639698493116388,7.449419604979975,171.51264020496228,130.425526172568,176.38961009817618,251.44472531837462,35.061839738123155,32.98612755205719,59.12149081509978,56.8469794546092,54.24827492421256,51.06297931246369,41.144379636751815,61.493224062011855,59.81671094160716,53.51298686475754,10.330793914977532,13.374981623164283,25.8201989937203,28.923551768999456,124.24433417020657,3.1033527752791508
2015-03-13,49.08737519526235,3.931840054695518,6.2716230837881115,165.14005444088124,120.34005410299089,169.50050863979197,224.8208303219661,34.3947957200778,32.16641248402101,57.04001569065659,54.69454600103449,52.9404546453921,48.93194018226058,39.68001338893608,54.737433384182545,57.26811614890628,51.79525894483001,10.06196355841142,12.77422620354829,24.185335748080856,26.772681746344745,115.1702427369711,2.587345998263889
2015-03-14,59.226238316644746,4.729809897962764,7.427673871087586,172.27143256378739,132.137551298287,177.33171255899785,259.18276742639046,35.18220731005139,33.15578011594773,59.057145083210564,57.55561104361499,54.55815260039435,51.63863280967218,41.44365861265748,60.38972205562027,59.94265858409741,53.851805507770116,10.21796204266972,13.20575906713521,26.118290659661117,29.14693020354271,126.0521657896063,3.0286395438815927
